text,lemmas,ngrams,named_ents,sentiment
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .","['foundry', 'division', 'report', 'sale', 'increase', 'corresponding', 'period', 'sale', 'division', 'increase', 'corresponding', 'period']","['corresponding_period', 'corresponding_period']",[],positive
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,"['renovation', 'big', 'moulding', 'line', 'foundry', 'modern', 'line']","['big_moulding', 'big_moulding_line', 'modern_line']",['Orhangazi_foundry/FAC'],positive
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,"['profit', 'period', 'compare']",[],[],positive
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .","['tighten', 'competition', 'situation', 'production', 'automation', 'market', 'affect', 'net', 'sale', 'say']","['tighten_competition', 'tighten_competition_situation', 'net_sale']",[],negative
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,"['sign', 'agreement', 'main', 'shareholder', 'hold', 'total', 'share', 'capital', 'vote']",['main_shareholder'],['SysOpen_Digia/PERSON'],positive
The company also expects to sell its products in other Russian region .,"['company', 'expect', 'sell', 'product', 'russian', 'region']",['russian_region'],[],positive
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,"['acquisition', 'line', 'solution', 'strategy', 'develop', 'business', 'company', 'acquisition']",[],[],positive
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,"['diluted', 'earning', 'share', 'fall']",['diluted_earning'],[],negative
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .","['operate', 'profit', 'total', 'year', 'year']",['operate_profit'],[],positive
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .","['sale', 'climb', 'pct', 'bln', 'surpass', 'consensus', 'figure']",[],[],positive
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .","['control', 'finnish', 'brewery', 'report', 'cent', 'rise', 'beer', 'sale', 'litre', 'hold', 'cent', 'market', 'share']",['finnish_brewery'],[],positive
Sports equipment sales also progressed well owing to the prolonged winter season .,"['sport', 'equipment', 'sale', 'progress', 'owe', 'prolonged', 'winter', 'season']","['prolonged_winter', 'prolonged_winter_season']",[],positive
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .","['fall', 'percent', 'kronor', 'low', 'close']",['low_close'],[],negative
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,"['award', 'new', 'grind', 'technology', 'contract']","['grind_technology', 'grind_technology_contract']",[],positive
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .","['previously', 'company', 'guide', 'sale', 'growth', 'pct', 'pct', 'respectively', 'year']",[],[],positive
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .","['remain', 'available', 'market', 'approve', 'marketing', 'authorisation', 'submit', 'application', 'country', 'add']","['have_marketing', 'have_marketing_authorisation', 'submit_application']",['Simdax/PERSON'],positive
"Finnish steel maker Rautaruukki Oyj ( HEL RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .","['finnish', 'steel', 'maker', 'say', 'today', 'net', 'loss', 'contract', 'm', 'month', 'period', 'year', 'ago']","['finnish_steel', 'finnish_steel_maker', 'say_today', 'net_loss', 'same_period']",[],positive
Finnair was able to operate most of its leisure flights despite the strike .,"['able', 'operate', 'leisure', 'flight', 'strike']",[],[],positive
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,"['soapstone', 'deposit', 'area', 'expect', 'increase', 'current', 'reserve', 'considerably']",['current_reserve'],['Tulikivi/PERSON'],positive
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .","['airline', 'estimate', 'cancellation', 'flight', 'closure', 'european', 'airspace', 'process', 'recommence', 'traffic', 'cause', 'company', 'loss', 'm', 'include', 'cost', 'strand', 'passenger', 'accommodation']","['european_airspace', 'recommence_traffic', 'strand_passenger']",[],negative
Efficiency programs totalling 100 million euros are under way in Finnair .,"['efficiency', 'program', 'total', 'euro', 'way']",[],[],positive
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .","['main', 'business', 'area', 'global', 'market', 'leader', 'glass', 'processing', 'machine']","['main_business', 'main_business_area', 'global_market', 'global_market_leader']",[],positive
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,"['operate', 'profit', 'rise', 'corresponding', 'period']","['operate_profit', 'corresponding_period']",[],positive
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,"['ink', 'agreement', 'new', 'customer']","['ink_agreement', 'new_customer']",['India/GPE'],positive
The company initially estimated that it would cut up to 30 jobs .,"['company', 'initially', 'estimate', 'cut', 'job']",[],[],negative
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .","['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'quarter']","['operate_profit', 'net_sale', 'corresponding_quarter']",[],positive
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,"['company', 'expect', 'net', 'sale', 'half', 'reach', 'previous', 'year', 'level']","['net_sale', 'first_half', 'previous_year']",[],positive
'' The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',"['announce', 'investment', 'carmaker', 'example', 'sound', 'optimistically', 'course', 'new', 'car', 'mean', 'new', 'tire']","['announce_investment', 'new_car', 'new_tire']",[],positive
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,"['company', 'confirm', 'estimate', 'low', 'revenue', 'year', 'ago', 'give', 'interim', 'report']","['low_revenue', 'interim_report']",[],negative
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .","['baltic', 'country', 'development', 'operation', 'reorganisation', 'continue', 'non', 'recur', 'item', 'relate', 'takeover', 'process', 'lower', 'earning']","['baltic_country', 'recur_item', 'lower_earning']",[],negative
"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .","['extension', 'new', 'contract', 'engine', 'plant', 'produce', 'say']",['new_contract'],[],positive
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .","['finnish', 'plumbing', 'heating', 'system', 'supplier', 'net', 'sale', 'continue', 'operation', 'decrease']","['finnish_plumbing', 'net_sale', 'continue_operation']",['EUR/GPE'],negative
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,"['finnish', 'plumbing', 'heating', 'system', 'supplier', 'say', 'board', 'director', 'authorise', 'management', 'proceed', 'company', 'wide', 'cost', 'reduction', 'program']","['finnish_plumbing', 'wide_cost', 'wide_cost_reduction', 'wide_cost_reduction_program']",[],positive
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .","['earning', 'share', 'quarter', 'high', 'year', 'year', 'eur', 'market', 'expectation', 'eur']",['high_year'],[],positive
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,"['comparable', 'operating', 'profit', 'decrease', 'corresponding', 'period']","['comparable_operating', 'comparable_operating_profit', 'corresponding_period']",[],negative
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,"['finnish', 'business', 'software', 'group', 'say', 'net', 'profit', 'halve', 'mln', 'euro', 'mln', 'month', 'mln', 'euro', 'mln', 'period']","['finnish_business', 'finnish_business_software', 'finnish_business_software_group', 'net_profit', 'same_period']",[],negative
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .","['mobile', 'phone', 'shipment', 'jump', 'percent', 'unit', 'finnish', 'company', 'global', 'market', 'share', 'rise', 'percent', 'percent']","['mobile_phone', 'mobile_phone_shipment', 'finnish_company', 'global_market', 'global_market_share']",[],positive
The new technology improves the glass quality and consistency while increasing throughput .,"['new', 'technology', 'improve', 'glass', 'quality', 'consistency', 'increase', 'throughput']","['new_technology', 'increase_throughput']",[],positive
' By separating side businesses we will be able to faster expand and develop Tapro retail network .,"['separate', 'business', 'able', 'fast', 'expand', 'develop', 'retail', 'network']","['separate_side', 'separate_side_business', 'retail_network']",[],positive
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .","['launch', 'campaign', 'promote', 'brand', 'market', 'say']",[],['Moscow/GPE'],positive
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","['equity', 'ratio', 'compare', 'quarter', 'net', 'sale', 'total', 'quarter']","['third_quarter', 'net_sale', 'third_quarter']",[],positive
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .","['order', 'intake', 'grow', 'year', 'year', 'year', 'year', 'respectively', 'respective', 'period']",[],[],positive
Espoon kaupunki awarded contracts for personal care products .,"['espoon', 'award', 'contract', 'personal', 'care', 'product']","['award_contract', 'personal_care', 'personal_care_product']",[],positive
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .","['finnish', 'plumbing', 'heating', 'system', 'supplier', 'net', 'sale', 'continue', 'business', 'operation', 'decrease', 'compare', 'quarter']","['finnish_plumbing', 'net_sale', 'continue_business', 'continue_business_operation', 'third_quarter']",[],negative
